9.38,-0.23,-0.26,9.386421043187866,5.245208740234375e-06
9.6,-0.24,-0.22,9.605519246766413,0.09446525573730469
9.53,-0.08,-0.21,9.532649159598815,0.18651652336120605
9.370000000000001,-0.15,-0.21,9.373553221697737,0.2778785228729248
9.49,-0.15,-0.11,9.491822796491725,0.3697669506072998
9.55,-0.21,-0.12,9.553062336235435,0.4606904983520508
9.450000000000001,-0.16,-0.1,9.451883410199262,0.5515689849853516
9.51,-0.19,-0.15,9.513080468491792,0.6426451206207275
9.47,-0.18,-0.18,9.47342071270985,0.733511209487915
9.58,-0.24,-0.19,9.584889149072096,0.8241777420043945
9.540000000000001,-0.13,-0.19,9.542777373490384,0.914654016494751
9.53,-0.13,-0.19,9.53278028698868,1.0058832168579102
9.5,-0.13,-0.17,9.502410220570358,1.096996784210205
9.59,-0.17,-0.19,9.593388348232338,1.1876046657562256
9.49,-0.2,-0.17,9.493629442947519,1.2790005207061768
9.57,-0.17,-0.24,9.574518264643919,1.370612382888794
9.48,-0.14,-0.24,9.484070855914142,1.4619121551513672
9.47,-0.18,-0.25,9.475009234823997,1.5532333850860596
9.47,-0.15,-0.25,9.474486793489133,1.6450059413909912
9.49,-0.12,-0.22,9.493308169442304,1.7359464168548584
9.5,-0.16,-0.21,9.503667713046369,1.827064037322998
9.47,-0.14,-0.18,9.472745114273899,1.9180428981781006
9.53,-0.2,-0.21,9.534411360959837,2.009237766265869
9.51,-0.17,-0.23,9.51429976403939,2.1004765033721924
9.49,-0.2,-0.28,9.496236096475277,2.191383123397827
9.48,-0.12,-0.19,9.482663128045834,2.2824251651763916
9.56,-0.17,-0.18,9.563205529528265,2.3732733726501465
9.61,-0.1,-0.12,9.61126942708402,2.4637386798858643
9.52,-0.18,-0.12,9.52245766595998,2.55454683303833
9.57,-0.15,-0.19,9.573061161404956,2.6456587314605713
9.5,-0.16,-0.21,9.503667713046369,2.7365050315856934
9.22,-0.22,-0.14,9.223686898415405,2.827089786529541
9.57,-0.18,-0.16,9.573029823415364,2.9175562858581543
9.72,-0.13,-0.18,9.72253567748661,3.0090770721435547
9.24,-0.16,-0.17,9.242948663711164,3.100059747695923
9.47,-0.17,-0.2,9.473637105146048,3.1913461685180664
9.75,-0.11,-0.21,9.752881625447937,3.281870126724243
9.58,-0.17,-0.22,9.58403359760388,3.372405767440796
9.46,-0.18,-0.25,9.465014527194347,3.4635725021362305
9.59,-0.2,-0.2,9.594170104808441,3.554616928100586
9.27,-0.17,-0.15,9.272771969589243,3.6455132961273193
9.51,-0.17,-0.11,9.512155381405416,3.736337661743164
9.68,-0.13,-0.21,9.683150313818329,3.8270413875579834
9.5,-0.2,-0.27,9.505940248076463,3.9211416244506836
9.3,-0.18,-0.28,9.305955082633915,4.012179851531982
9.36,-0.21,-0.25,9.365692713302096,4.103259086608887
9.3,-0.19,-0.23,9.304783715917313,4.194209575653076
9.39,-0.19,-0.16,9.393284835455594,4.284549713134766
9.44,-0.18,-0.16,9.443071534199028,4.375427722930908
9.74,-0.11,-0.21,9.742884583120135,4.46619725227356
9.790000000000001,-0.11,-0.25,9.793809269125063,4.557787179946899
9.67,-0.17,-0.25,9.67472480228766,4.648873329162598
9.6,-0.18,-0.22,9.604207411338011,4.7395100593566895
9.55,-0.21,-0.24,9.555323123788122,4.829871416091919
9.34,-0.2,-0.19,9.344072987728639,4.920344114303589
9.540000000000001,-0.16,-0.08,9.541677001450008,5.011114835739136
9.620000000000001,-0.13,-0.08,9.621210942495754,5.101868629455566
9.39,-0.13,-0.16,9.39226277315536,5.19229793548584
9.49,-0.11,-0.25,9.493929639511766,5.2828474044799805
9.46,-0.15,-0.29,9.465632572628204,5.373432636260986
9.18,-0.23,-0.2,9.185058519138568,5.464435577392578
9.58,-0.16,-0.1,9.581857857430364,5.556097507476807
9.74,-0.12,-0.05,9.740867517834333,5.646830797195435
9.28,-0.17,-0.1,9.282095668543823,5.737243890762329
9.53,-0.15,-0.16,9.532523275607565,5.8277587890625
9.57,-0.16,-0.27,9.575144907519677,5.918620347976685
9.19,-0.22,-0.31,9.197858446399357,6.009376764297485
9.44,-0.13,-0.3,9.445660379242947,6.100743293762207
9.41,-0.17,-0.21,9.413878053172349,6.19121241569519
9.39,-0.21,-0.09,9.392779141446903,6.2819483280181885
9.72,-0.13,-0.1,9.721383646374626,6.373266935348511
9.47,-0.18,-0.24,9.474750656349748,6.465080261230469
9.540000000000001,-0.22,-0.33,9.548240675642818,6.556102514266968
9.44,-0.19,-0.4,9.450380944702705,6.647347450256348
9.88,-0.24,-0.33,9.888422523335056,6.7376015186309814
8.870000000000001,-0.2,-0.18,8.874080234029892,6.828269720077515
9.950000000000001,-0.07,-0.08,9.950567822993824,6.9191272258758545
9.290000000000001,-0.13,-0.03,9.290957969983506,7.010486364364624
