1,1,1,9.5367431640625e-07
1,1,1,0.05011105537414551
1,1,1,0.10059356689453125
1,1,1,0.1508781909942627
1,1,1,0.20136189460754395
1,1,1,0.2516806125640869
1,1,1,0.30178356170654297
1,1,1,0.3522791862487793
1,1,1,0.4027435779571533
1,1,1,0.45322632789611816
1,1,1,0.5037164688110352
1,1,1,0.55417799949646
1,1,1,0.604548454284668
1,1,1,0.6550235748291016
1,1,1,0.7054665088653564
1,1,1,0.7559130191802979
1,1,1,0.8063201904296875
1,1,1,0.8566045761108398
1,1,1,0.9069488048553467
1,1,1,0.9572372436523438
1,1,1,1.0077145099639893
1,1,1,1.0581939220428467
1,1,1,1.1086978912353516
1,1,1,1.1592061519622803
1,1,1,1.2097182273864746
1,1,1,1.2600655555725098
1,1,1,1.3103046417236328
1,1,1,1.3604824542999268
1,1,1,1.4109737873077393
1,1,1,1.4614613056182861
1,1,1,1.511958122253418
1,1,1,1.5624468326568604
1,1,1,1.6129426956176758
1,1,1,1.6632676124572754
1,1,1,1.7137072086334229
1,1,1,1.764064073562622
1,1,1,1.8145570755004883
1,1,1,1.8650386333465576
1,1,1,1.9154446125030518
1,1,1,1.9659299850463867
1,1,1,2.016418695449829
1,1,1,2.066699743270874
1,1,1,2.117191791534424
1,1,1,2.1677088737487793
1,1,1,2.218204975128174
1,1,1,2.2685024738311768
1,1,1,2.318998336791992
1,1,1,2.3694443702697754
1,1,1,2.419905662536621
1,1,1,2.470376968383789
1,1,1,2.5208630561828613
1,1,1,2.5711889266967773
1,1,1,2.621694564819336
1,1,1,2.672194004058838
1,1,1,2.7227039337158203
1,1,1,2.7730791568756104
1,1,1,2.8235857486724854
1,1,1,2.8738913536071777
1,1,1,2.9243037700653076
1,1,1,2.974780797958374
1,1,1,3.025264024734497
1,1,1,3.0757620334625244
1,1,1,3.1262526512145996
1,1,1,3.176762580871582
1,1,1,3.2272510528564453
